seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	V11	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	SYMBOL
chr6	30186646	30187391	746	*	747	*	4.22	4.84	1.94	2.9	0.000361	0.00403	Distal Intergenic	6	30152232	30181271	29040	2	7726	uc010jry.3	-5375	TRIM26
chr19	39964476	39965488	1013	*	1014	*	5.94	6.45	4.52	1.92	0.000361	0.00403	3' UTR	19	39962245	39964161	1917	1	6829	uc010egp.1	2231	SUPT5H
chr1	29203250	29204462	1213	*	1214	*	4.6	5.17	2.74	2.43	0.000363	0.00404	Distal Intergenic	1	29213603	29446558	232956	1	2035	uc001brg.2	-9141	EPB41
chr5	56196250	56197587	1338	*	1339	*	5.13	5.7	3.22	2.48	0.000363	0.00404	Distal Intergenic	5	56205087	56213165	8079	1	133383	uc003jqx.3	-7500	SETD9
chr19	3428739	3430476	1738	*	1739	*	6.48	6.96	5.16	1.8	0.000363	0.00405	Intron (uc002lxo.3/4782, intron 3 of 10)	19	3474405	3480540	6136	2	284422	uc010xhk.1	50064	SMIM24
chr2	113840568	113842849	2282	*	2283	*	5.36	5.92	3.52	2.4	0.000363	0.00405	Distal Intergenic	2	113832116	113833427	1312	1	84639	uc002tiw.3	8452	IL1F10
chr4	164475498	164476700	1203	*	1204	*	4.34	4.93	2.32	2.61	0.000364	0.00405	Intron (uc003iqr.2/55016, intron 2 of 3)	4	164445450	164534776	89327	2	55016	uc003iqr.2	58076	MARCHF1
chr15	80256570	80257903	1334	*	1335	*	4.99	5.55	3.2	2.36	0.000364	0.00405	Intron (uc002bfc.4/597, intron 1 of 1)	15	80253232	80263643	10412	2	597	uc002bfc.4	5740	BCL2A1
chr17	9828046	9828859	814	*	815	*	3.91	4.55	1.32	3.22	0.000365	0.00406	Exon (uc010vvc.1/8522, exon 7 of 10)	17	9801027	9808684	7658	2	5957	uc002gme.1	-19362	RCVRN
chr1	33420956	33422314	1359	*	1360	*	4.89	5.47	2.91	2.56	0.000365	0.00406	Intron (uc001bwm.4/127544, intron 1 of 8)	1	33402050	33430286	28237	2	127544	uc001bwm.4	7972	RNF19B
chr15	72448209	72448828	620	*	621	*	3.54	4.19	0.74	3.45	0.000366	0.00407	Distal Intergenic	15	72452147	72456130	3984	2	196996	uc010ukh.2	7302	GRAMD2A
chr1	212933226	212934019	794	*	795	*	4.51	5.1	2.46	2.64	0.000367	0.00407	Intron (uc001hjm.3/25936, intron 5 of 6)	1	212899495	212965139	65645	2	25936	uc001hjm.3	31120	NSL1
chr1	27204165	27205089	925	*	926	*	5.06	5.62	3.3	2.32	0.000368	0.00408	Intron (uc021ojq.1/uc021ojq.1, intron 1 of 1)	1	27205873	27216869	10997	2	54707	uc001bnd.1	11780	GPN2
chr10	91019903	91020757	855	*	856	*	5.07	5.65	3.09	2.56	0.000368	0.00408	Intron (uc001kgb.4/3988, intron 2 of 8)	10	90973326	91011660	38335	2	3988	uc009xtq.3	-8243	LIPA
chr19	53698467	53699191	725	*	726	*	3.91	4.54	1.42	3.12	0.000368	0.00408	Distal Intergenic	19	53666552	53696619	30068	2	79788	uc010eqm.1	-1848	ZNF665
chr17	79226582	79229302	2721	*	2722	*	7.41	7.92	5.97	1.95	0.000368	0.00408	Exon (uc002jzy.1/124565, exon 10 of 14)	17	79218804	79221435	2632	2	124565	uc031reu.1	-5147	SLC38A10
chr3	72994283	72994888	606	*	607	*	3.42	4.1	0.22	3.87	0.000369	0.00409	Intron (uc003dpg.3/727936, intron 3 of 6)	3	73046119	73115011	68893	1	151987	uc003dph.1	-51231	PPP4R2
chr17	62210341	62211855	1515	*	1516	*	5.62	6.17	3.87	2.3	0.000369	0.00409	Distal Intergenic	17	62120390	62207502	87113	2	2081	uc002jdz.2	-2839	ERN1
chr13	49854947	49855797	851	*	852	*	4.27	4.86	2.22	2.63	0.00037	0.00409	Intron (uc001vcu.3/81602, intron 8 of 9)	13	49822047	49867622	45576	1	81602	uc021rjm.1	32900	CDADC1
chr10	129833384	129834678	1295	*	1296	*	5.72	6.25	4.13	2.12	0.00037	0.00409	Intron (uc001lkb.3/5791, intron 2 of 20)	10	129845813	129884164	38352	1	5791	uc001lkd.3	-11135	PTPRE
chr1	45958109	45959388	1280	*	1281	*	5.42	5.98	3.64	2.34	0.000371	0.0041	Distal Intergenic	1	45864144	45956840	92697	2	10420	uc010olp.1	-1269	TESK2
chr1	240139504	240140059	556	*	557	*	3.42	4.09	0.22	3.87	0.000371	0.0041	Distal Intergenic	1	240170824	240176560	5737	1	645884	uc021pld.1	-30765	RPS7P5
chr2	27926314	27927494	1181	*	1182	*	4.46	5.05	2.37	2.68	0.000371	0.0041	Distal Intergenic	2	27873679	27886449	12771	2	9913	uc010ymf.1	-39865	SUPT7L
chrX	131597186	131597818	633	*	634	*	3.57	4.23	0.59	3.64	0.000371	0.0041	Intron (uc004eww.3/55796, intron 1 of 8)	23	131503343	131574342	71000	2	55796	uc004ewv.4	-22844	MBNL3
chr5	150226327	150227364	1038	*	1039	*	4.41	5	2.32	2.68	0.000372	0.00411	Promoter	5	150226085	150228231	2147	1	345611	uc010jhk.3	242	IRGM
chr1	184122893	184123752	860	*	861	*	3.74	4.38	1.12	3.26	0.000372	0.00411	Distal Intergenic	1	184020811	184043344	22534	1	116461	uc009wyg.3	102082	TSEN15
chr8	23405414	23406318	905	*	906	*	4.32	4.91	2.27	2.64	0.000372	0.00411	Intron (uc003xdn.1/51312, intron 1 of 1)	8	23424564	23430063	5500	1	51312	uc003xdq.3	-18246	SLC25A37
chr5	156755243	156755837	595	*	596	*	3.66	4.31	0.88	3.43	0.000373	0.00411	Intron (uc011ddn.2/26999, intron 18 of 29)	5	156768607	156772729	4123	2	408263	uc003lwu.2	16892	FNDC9
chr9	134211330	134212326	997	*	998	*	5.2	5.73	3.61	2.13	0.000373	0.00411	Distal Intergenic	9	134165081	134184649	19569	1	84814	uc004cal.2	46249	PLPP7
chr1	233376545	233377267	723	*	724	*	3.68	4.31	1.12	3.2	0.000374	0.00412	Intron (uc001hvl.2/80003, intron 8 of 33)	1	233337238	233388433	51196	2	80003	uc001hvq.1	11166	PCNX2
chr3	195248551	195249429	879	*	880	*	3.89	4.52	1.42	3.11	0.000374	0.00412	Intron (uc003fup.3/5504, intron 4 of 5)	3	195241221	195270224	29004	2	5504	uc003fup.3	20795	PPP1R2
chr1	150436523	150437353	831	*	832	*	4.94	5.5	3.09	2.41	0.000374	0.00412	Exon (uc010pcc.1/23248, exon 9 of 11)	1	150459840	150480085	20246	1	80222	uc001euq.4	-22487	TARS2
chr10	28670489	28671535	1047	*	1048	*	5.04	5.6	3.3	2.3	0.000377	0.00414	Distal Intergenic	10	28345409	28591995	246587	2	143098	uc010qdv.1	-78494	MPP7
chr10	121175786	121177276	1491	*	1492	*	5.96	6.45	4.59	1.86	0.000377	0.00414	Intron (uc001led.3/2869, intron 4 of 15)	10	121137484	121137555	72	1	100616398	uc021pzq.1	38302	MIR4681
chr9	37415075	37415663	589	*	590	*	3.42	4.09	0.22	3.86	0.000378	0.00415	Distal Intergenic	9	37422681	37429051	6371	1	9380	uc010mlu.4	-7018	GRHPR
chr11	94252044	94253570	1527	*	1528	*	4.81	5.38	2.94	2.44	0.000378	0.00415	Intron (uc021qov.1/643037, intron 2 of 3)	11	94245695	94265289	19595	1	643037	uc021qov.1	6349	C11orf97
chr6	14144231	14145479	1249	*	1250	*	5.76	6.31	4.09	2.22	0.000378	0.00415	Distal Intergenic	6	14117865	14137148	19284	1	9308	uc003nbi.3	26366	CD83
chr19	10500620	10502269	1650	*	1651	*	6.63	7.12	5.25	1.87	0.000379	0.00415	3' UTR	19	10461204	10491277	30074	2	7297	uc010dxe.3	-9343	TYK2
chr10	77795950	77796553	604	*	605	*	3.87	4.51	1.32	3.18	0.000379	0.00415	Intron (uc001jxi.3/83938, intron 2 of 5)	10	77542519	78317126	774608	1	83938	uc001jxi.3	253431	LRMDA
chr4	42570590	42571352	763	*	764	*	3.56	4.23	0.59	3.64	0.000379	0.00415	Exon (uc003gwr.2/10396, exon 15 of 37)	4	42410392	42509171	98780	2	10396	uc003gwq.2	-61419	ATP8A1
chr10	129808678	129810210	1533	*	1534	*	5.99	6.49	4.62	1.88	0.000379	0.00415	Intron (uc001lkb.3/5791, intron 2 of 20)	10	129796390	129854477	58088	1	5791	uc001lkc.1	12288	PTPRE
chr12	69463093	69465064	1972	*	1973	*	5.75	6.28	4.14	2.14	0.000379	0.00415	Distal Intergenic	12	69244956	69357020	112065	2	1368	uc001sur.3	-106073	CPM
chr9	36406822	36407711	890	*	891	*	4.47	5.05	2.5	2.55	0.00038	0.00416	Distal Intergenic	9	36336399	36401195	64797	2	152006	uc003zzm.3	-5627	RNF38
chr17	68180377	68181165	789	*	790	*	4.55	5.15	2.46	2.69	0.000382	0.00417	Distal Intergenic	17	68165676	68176183	10508	1	3759	uc002jir.3	14701	KCNJ2
chr4	84202692	84203863	1172	*	1173	*	4.26	4.86	2.06	2.8	0.000382	0.00417	Intron (uc011ccp.2/27235, intron 1 of 6)	4	84182689	84206067	23379	2	27235	uc011ccp.2	2204	COQ2
chr6	143896473	143897097	625	*	626	*	3.44	4.1	0.42	3.68	0.000383	0.00418	Distal Intergenic	6	143875467	143890476	15010	2	285740	uc003qjp.2	-5997	PHACTR2-AS1
chr1	110648470	110649380	911	*	912	*	4.14	4.75	1.88	2.88	0.000383	0.00418	Distal Intergenic	1	110655062	110656569	1508	1	164153	uc001dzc.3	-5682	UBL4B
chr15	91845587	91846953	1367	*	1368	*	4.58	5.15	2.74	2.41	0.000383	0.00418	Distal Intergenic	15	91643182	91844539	201358	1	9899	uc010uqv.2	202405	SV2B
chr9	112945462	112946029	568	*	569	*	3.41	4.08	0.22	3.86	0.000383	0.00418	Distal Intergenic	9	112961846	112970413	8568	2	401546	uc011lwk.2	24384	C9orf152
chr18	46568080	46568887	808	*	809	*	3.95	4.56	1.66	2.9	0.000384	0.00418	Distal Intergenic	18	46576057	46576138	82	2	100616420	uc021ujs.1	7251	MIR4744
chr19	9906743	9907364	622	*	623	*	4.29	4.88	2.17	2.71	0.000384	0.00418	Distal Intergenic	19	9920943	9929505	8563	2	54850	uc002mmd.3	22141	FBXL12
chr15	80285193	80287371	2179	*	2180	*	6.41	6.96	4.72	2.24	0.000384	0.00418	Distal Intergenic	15	80253232	80263643	10412	2	597	uc002bfd.4	-21550	BCL2A1
chr6	13794693	13795747	1055	*	1056	*	4.22	4.81	2.12	2.7	0.000384	0.00418	Intron (uc003nbc.2/63933, intron 6 of 8)	6	13786781	13814792	28012	2	63933	uc003nbc.2	19045	MCUR1
chr9	92864592	92865400	809	*	810	*	4.37	4.97	2.22	2.75	0.000385	0.00419	Distal Intergenic	9	92782936	92803781	20846	2	286370	uc022bjo.1	-60811	MIR4290HG
chr6	151335137	151336025	889	*	890	*	4.69	5.29	2.55	2.75	0.000386	0.00419	Exon (uc011een.2/25902, exon 23 of 28)	6	151196379	151423023	226645	1	25902	uc003qoc.3	138758	MTHFD1L
chr21	47016435	47017295	861	*	862	*	4.99	5.54	3.27	2.27	0.000386	0.00419	Distal Intergenic	21	47063683	47355618	291936	1	54039	uc010gqb.3	-46388	PCBP3
chr13	27935645	27936766	1122	*	1123	*	5.29	5.82	3.76	2.06	0.000386	0.0042	Distal Intergenic	13	27998681	28009846	11166	1	2971	uc001ure.2	-61915	GTF3A
chr17	68310336	68311473	1138	*	1139	*	4.33	4.93	2.17	2.76	0.000387	0.0042	Distal Intergenic	17	68165676	68176183	10508	1	3759	uc002jir.3	144660	KCNJ2
chr5	126010935	126012536	1602	*	1603	*	5.91	6.43	4.36	2.07	0.000387	0.0042	Distal Intergenic	5	125967414	125971974	4561	1	389320	uc003kub.1	43521	TEX43
chr18	59302940	59303804	865	*	866	*	5.21	5.75	3.5	2.25	0.000388	0.00421	Distal Intergenic	18	59415409	59421928	6520	1	100996669	uc002lig.2	-111605	LINC01544
chr19	16357743	16359465	1723	*	1724	*	6.96	7.46	5.51	1.95	0.000389	0.00421	Distal Intergenic	19	16308665	16346156	37492	1	8907	uc010xpd.1	49078	AP1M1
chr4	88386566	88388009	1444	*	1445	*	4.98	5.52	3.32	2.2	0.000389	0.00421	Distal Intergenic	4	88343749	88380606	36858	1	53343	uc003hqr.3	42817	NUDT9
chr22	32476717	32477384	668	*	669	*	3.88	4.51	1.42	3.09	0.000389	0.00421	Intron (uc003amc.3/6523, intron 5 of 14)	22	32455157	32509011	53855	1	6523	uc011alz.2	21560	SLC5A1
chr10	14540778	14541617	840	*	841	*	4.48	5.06	2.46	2.6	0.000389	0.00421	Distal Intergenic	10	14368174	14504143	135970	2	55691	uc001imw.1	-36635	FRMD4A
chr2	152892886	152893960	1075	*	1076	*	4.43	5.01	2.42	2.6	0.000389	0.00421	Intron (uc002txz.3/785, intron 2 of 13)	2	152689286	152955235	265950	2	785	uc002txz.3	61275	CACNB4
chr3	12909211	12909945	735	*	736	*	3.95	4.56	1.66	2.9	0.00039	0.00422	Distal Intergenic	3	12876444	12883081	6638	2	6161	uc003bxn.3	-26130	RPL32
chr6	138057595	138058680	1086	*	1087	*	4.11	4.72	1.87	2.85	0.00039	0.00422	Distal Intergenic	6	138188325	138204451	16127	1	7128	uc003qhr.4	-129645	TNFAIP3
chr21	34817021	34818487	1467	*	1468	*	5.58	6.1	4.07	2.03	0.00039	0.00422	Intron (uc002yrs.2/757, intron 7 of 8)	21	34804793	34852316	47524	2	757	uc002yrs.2	33829	TMEM50B
chr13	44479619	44480256	638	*	639	*	3.8	4.42	1.42	3.01	0.00039	0.00422	Distal Intergenic	13	44453969	44468068	14100	1	144811	uc001uzf.4	25650	LACC1
chr9	112820521	112821434	914	*	915	*	4.81	5.36	3.09	2.28	0.000391	0.00423	Intron (uc004bei.2/445815, intron 8 of 8)	9	112810878	112934791	123914	1	11217	uc011lwi.2	9643	NA
chr22	41798944	41800548	1605	*	1606	*	6.05	6.56	4.57	2	0.000393	0.00424	Distal Intergenic	22	41777933	41795332	17400	1	7008	uc011apa.3	21011	TEF
chr1	16514071	16514755	685	*	686	*	5.51	6.02	4.06	1.96	0.000393	0.00424	Distal Intergenic	1	16524599	16533705	9107	2	128272	uc009voo.2	18950	ARHGEF19
chr3	22605365	22606050	686	*	687	*	4.39	4.97	2.46	2.51	0.000393	0.00424	Distal Intergenic	3	21478462	22414123	935662	2	79750	uc010hfb.1	-191242	ZNF385D
chr3	72896963	72897783	821	*	822	*	3.97	4.59	1.66	2.92	0.000393	0.00424	Promoter	3	72798428	72897598	99171	2	55164	uc003dpf.3	0	SHQ1
chr9	117053242	117053825	584	*	585	*	3.64	4.29	0.88	3.41	0.000394	0.00424	Intron (uc011lxl.2/85301, intron 48 of 60)	9	117069691	117072975	3285	1	85301	uc011lxn.2	-15866	COL27A1
chr1	158763188	158763965	778	*	779	*	3.89	4.52	1.5	3.01	0.000394	0.00424	Distal Intergenic	1	158746472	158747425	954	2	81442	uc010pir.2	-15763	OR6N2
chr6	31334473	31335333	861	*	862	*	5.05	5.65	2.94	2.71	0.000394	0.00424	Distal Intergenic	6	31321649	31324989	3341	2	3106	uc003nth.2	-9484	HLA-B
chr15	44885221	44885725	505	*	506	*	3.61	4.26	0.87	3.38	0.000394	0.00424	Intron (uc001ztx.3/80208, intron 26 of 39)	15	44865555	44892830	27276	2	80208	uc001zty.1	7105	SPG11
chr19	13372990	13373755	766	*	767	*	4.01	4.61	1.81	2.81	0.000394	0.00424	Exon (uc002mwx.3/773, exon 2 of 23)	19	13317256	13368365	51110	2	773	uc002mwv.3	-4625	CACNA1A
chr14	45483144	45483548	405	*	406	*	3.35	4.04	-0.26	4.3	0.000395	0.00424	Intron (uc001wvv.3/23116, intron 7 of 18)	14	45431416	45543634	112219	1	23116	uc010anc.3	51728	TOGARAM1
chr9	37913003	37914309	1307	*	1308	*	5.3	5.83	3.7	2.13	0.000395	0.00425	Distal Intergenic	9	37887594	37904350	16757	2	92014	uc004aav.2	-8653	SLC25A51
chr17	67390595	67391193	599	*	600	*	3.58	4.23	0.74	3.5	0.000397	0.00426	Distal Intergenic	17	67410838	67517949	107112	1	5608	uc002jii.3	-19645	MAP2K6
chr6	71593814	71594808	995	*	996	*	4.84	5.44	2.74	2.7	0.000397	0.00426	Intron (uc003pfv.3/135152, intron 2 of 3)	6	71571069	71666788	95720	2	135152	uc003pfv.3	71980	B3GAT2
chr22	23297739	23298712	974	*	975	*	4.89	5.45	3.09	2.37	0.000397	0.00426	Distal Intergenic	22	23229960	23238013	8054	1	100423062	uc021wmq.1	67779	IGLL5
chr18	13629556	13630809	1254	*	1255	*	5.53	6.09	3.76	2.34	0.000398	0.00426	Intron (uc002ksb.3/753, intron 5 of 5)	18	13620867	13652753	31887	1	753	uc002ksi.1	8689	LDLRAD4
chr14	89506564	89507510	947	*	948	*	4.23	4.82	2.12	2.71	0.000399	0.00427	Distal Intergenic	14	89290918	89344335	53418	1	123016	uc010atj.3	215646	TTC8
chr12	26997957	26998544	588	*	589	*	4.25	4.83	2.22	2.61	0.000399	0.00427	Distal Intergenic	12	26874220	26986131	111912	2	3709	uc001rhi.1	-11826	ITPR2
chr4	26412134	26412854	721	*	722	*	4.01	4.62	1.81	2.81	0.000399	0.00427	Intron (uc003grx.2/3516, intron 4 of 11)	4	26483018	26492042	9025	2	886	uc003gse.1	79188	CCKAR
chr10	82142892	82143339	448	*	449	*	3.69	4.35	0.74	3.61	4e-04	0.00427	Distal Intergenic	10	82167585	82192753	25169	1	84293	uc021pux.1	-24246	PRXL2A
chr3	56480982	56481652	671	*	672	*	3.74	4.38	1.12	3.26	4e-04	0.00427	Intron (uc003dhr.1/26059, intron 1 of 16)	3	55717822	56469175	751354	2	26059	uc021wzo.1	-11807	ERC2
chr6	30564349	30565913	1565	*	1566	*	5.8	6.31	4.33	1.97	4e-04	0.00427	Distal Intergenic	6	30552109	30552194	86	1	100126314	uc021yud.1	12240	MIR877
chr15	75060547	75062044	1498	*	1499	*	5.59	6.14	3.94	2.2	0.000401	0.00428	Distal Intergenic	15	75074425	75091392	16968	1	1445	uc010bka.3	-12381	CSK
chr5	17267461	17268101	641	*	642	*	3.53	4.19	0.59	3.6	0.000402	0.00429	Intron (uc031siz.1/10409, intron 1 of 1)	5	17217670	17276954	59285	1	10409	uc003jfx.4	49791	BASP1
chr18	33518579	33519614	1036	*	1037	*	4	4.62	1.59	3.04	0.000402	0.00429	Distal Intergenic	18	33552588	33559250	6663	1	83608	uc002kzc.3	-32974	C18orf21
chr10	5914952	5916092	1141	*	1142	*	5.43	5.96	3.88	2.08	0.000402	0.00429	Intron (uc009xie.3/54522, intron 5 of 5)	10	5931535	5979558	48024	1	84893	uc001iir.4	-15443	FBH1
chr14	23279602	23281194	1593	*	1594	*	5.46	6.02	3.61	2.42	0.000403	0.00429	Intron (uc001wgr.4/9056, intron 2 of 9)	14	23242432	23284618	42187	2	9056	uc001wgr.4	3424	SLC7A7
chr1	224832156	224832729	574	*	575	*	3.55	4.22	0.42	3.8	0.000403	0.00429	Intron (uc001hos.1/149111, intron 1 of 5)	1	224804179	224928249	124071	1	149111	uc001hos.1	27977	CNIH3
chr3	184135488	184136433	946	*	947	*	5.75	6.27	4.27	1.99	0.000403	0.00429	Distal Intergenic	3	184100048	184107617	7570	1	8646	uc011brr.2	35440	CHRD
chr13	27559278	27560246	969	*	970	*	4.56	5.13	2.7	2.43	0.000405	0.00431	Distal Intergenic	13	27640287	27746033	105747	2	219333	uc001uqy.3	185787	USP12
chr8	94972982	94973645	664	*	665	*	3.88	4.52	1.22	3.3	0.000405	0.00431	Distal Intergenic	8	94930041	94938296	8256	1	54704	uc031tbs.1	42941	PDP1
chr19	6631574	6633938	2365	*	2366	*	6.12	6.64	4.61	2.04	0.000407	0.00432	Distal Intergenic	19	6663148	6670599	7452	2	8740	uc002mfj.2	36661	TNFSF14
chr11	117096905	117097634	730	*	731	*	4.29	4.91	1.94	2.98	0.000407	0.00432	Intron (uc001pqr.3/9159, intron 5 of 16)	11	117075788	117102811	27024	2	9159	uc001pqr.3	5177	PCSK7
chr12	53374262	53375063	802	*	803	*	4.56	5.14	2.63	2.52	0.000407	0.00432	Distal Intergenic	12	53400062	53421703	21642	1	1975	uc009zmp.1	-24999	EIF4B
chr19	4851082	4852804	1723	*	1724	*	7.2	7.7	5.81	1.89	0.000408	0.00433	Exon (uc002mbj.2/10226, exon 5 of 8)	19	4838346	4867780	29435	2	10226	uc002mbj.2	14976	PLIN3
chr3	194247248	194249338	2091	*	2092	*	5.91	6.44	4.35	2.09	0.000408	0.00433	Distal Intergenic	3	194207869	194239008	31140	1	401106	uc003fua.2	39379	ATP13A3-DT
chr6	44305961	44307038	1078	*	1079	*	4.58	5.17	2.54	2.62	0.000409	0.00433	Intron (uc003oxg.3/221409, intron 3 of 9)	6	44310397	44344904	34508	1	221409	uc021yzz.1	-3359	SPATS1
chr9	38400545	38401018	474	*	475	*	3.39	4.08	-0.26	4.34	0.000409	0.00433	Distal Intergenic	9	38392661	38398662	6002	1	219	uc004aay.3	7884	ALDH1B1
chr20	30150334	30151428	1095	*	1096	*	4.91	5.45	3.25	2.2	0.000409	0.00434	Intron (uc002wwc.3/81502, intron 10 of 12)	20	30155510	30161066	5557	2	100874042	uc031rsr.1	9638	HM13-AS1
chr8	72886839	72888032	1194	*	1195	*	5.02	5.6	3.09	2.51	0.00041	0.00435	Intron (uc011lff.2/100132891, intron 4 of 4)	8	72933486	72987819	54334	2	8989	uc003xza.3	99787	TRPA1
chr8	300084	301850	1767	*	1768	*	5.85	6.46	3.54	2.92	0.00041	0.00435	Distal Intergenic	8	356808	419875	63068	1	26260	uc003wox.3	-54958	FBXO25
chr22	36018367	36020321	1955	*	1956	*	5.56	6.08	4.05	2.04	0.000411	0.00435	Promoter	22	36002811	36019401	16591	2	4151	uc003aob.3	0	MB
chr17	78865209	78866016	808	*	809	*	3.76	4.38	1.32	3.06	0.000411	0.00435	Exon (uc002jyt.1/57521, exon 18 of 34)	17	78923236	78940173	16938	1	57521	uc002jyu.1	-57220	RPTOR
chr2	136780193	136780670	478	*	479	*	3.73	4.36	1.22	3.14	0.000411	0.00435	Distal Intergenic	2	136664254	136743222	78969	2	1615	uc010fnj.1	-36971	DARS1
chr14	24483068	24484049	982	*	983	*	4.58	5.17	2.59	2.58	0.000413	0.00437	Intron (uc021rrd.2/728635, intron 1 of 4)	14	24476218	24520586	44369	1	728635	uc031qoc.1	6850	DHRS4L1
chr2	36734325	36735088	764	*	765	*	3.64	4.29	0.88	3.41	0.000414	0.00437	Intron (uc002rpd.3/51232, intron 8 of 16)	2	36779404	36821709	42306	2	9637	uc002rpf.2	86621	FEZ2
chr15	76024973	76025575	603	*	604	*	4.27	4.87	2.17	2.7	0.000414	0.00437	Intron (uc002bay.1/100128285, intron 1 of 2)	15	76020011	76030964	10954	2	100128285	uc002bay.1	5389	DNM1P35
chr12	50260506	50261536	1031	*	1032	*	5.53	6.07	3.86	2.21	0.000414	0.00437	3' UTR	12	50229826	50236912	7087	2	144233	uc001rvh.3	-23594	BCDIN3D
chr8	62008516	62009041	526	*	527	*	3.82	4.44	1.42	3.02	0.000414	0.00437	Distal Intergenic	8	61878680	61880307	1628	2	100130298	uc022auy.1	-128209	LOC100130298
chr3	120279934	120280635	702	*	703	*	3.73	4.36	1.22	3.13	0.000414	0.00437	Distal Intergenic	3	120315128	120321258	6131	1	4710	uc003edt.3	-34493	NDUFB4
chr7	26369254	26369908	655	*	656	*	4.2	4.8	2.06	2.74	0.000414	0.00437	Intron (uc003sxx.3/29887, intron 1 of 6)	7	26400504	26413949	13446	1	29887	uc010kuv.3	-30596	SNX10
chr10	124325139	124325963	825	*	826	*	3.78	4.42	1.22	3.2	0.000415	0.00437	Exon (uc001lgk.1/1755, exon 2 of 53)	10	124329678	124352111	22434	1	1755	uc009yaa.1	-3715	DMBT1
chr3	38520979	38521809	831	*	832	*	3.46	4.14	0.22	3.91	0.000415	0.00437	Exon (uc003cif.3/93, exon 7 of 11)	3	38537763	38566441	28679	1	9941	uc010hhg.3	-15954	EXOG
chr3	36910128	36911112	985	*	986	*	4.16	4.78	1.74	3.04	0.000416	0.00437	Intron (uc003cgj.3/9881, intron 8 of 22)	3	36868308	36986548	118241	2	9881	uc003cgj.3	75436	TRANK1
chr20	39590851	39592384	1534	*	1535	*	5.58	6.11	3.97	2.14	0.000417	0.00438	Distal Intergenic	20	39657462	39659162	1701	1	7150	uc010ggd.1	-65078	TOP1
chr19	39127347	39128202	856	*	857	*	5.49	6.02	3.94	2.08	0.000418	0.00439	3' UTR	19	39138267	39212518	74252	1	81	uc010egc.2	-10065	ACTN4
chr15	40971224	40971902	679	*	680	*	4.07	4.69	1.66	3.02	0.000419	0.00439	Distal Intergenic	15	40985953	40987303	1351	2	100505648	uc001zmh.2	15401	RAD51-AS1
chr16	50705256	50706330	1075	*	1076	*	4.51	5.08	2.66	2.41	0.000419	0.00439	Exon (uc002egj.3/uc002egj.3, exon 3 of 3)	16	50700211	50715264	15054	2	124460	uc002egi.3	8934	SNX20
chr2	18701554	18702348	795	*	796	*	3.92	4.53	1.66	2.87	0.000419	0.00439	Distal Intergenic	2	18735989	18741959	5971	2	57665	uc002rcx.4	39611	RDH14
chr12	89855087	89856117	1031	*	1032	*	4.81	5.38	2.94	2.44	0.000419	0.00439	Intron (uc009zsp.3/282809, intron 7 of 10)	12	89813498	89891119	77622	2	282809	uc009zsp.3	35002	POC1B
chr6	160075381	160076113	733	*	734	*	3.89	4.54	1.12	3.42	0.00042	0.0044	Distal Intergenic	6	160100149	160114353	14205	2	6648	uc003qsg.3	38240	SOD2
chr9	92025308	92026138	831	*	832	*	3.41	4.08	0.22	3.85	0.000421	0.00441	Intron (uc011ltm.1/10507, intron 4 of 20)	9	91975706	91984434	8729	2	10507	uc004aqm.2	-40874	SEMA4D
chr3	124283658	124284254	597	*	598	*	3.33	4.02	-0.26	4.29	0.000421	0.00441	Intron (uc003ehg.3/8997, intron 34 of 59)	3	124303506	124369785	66280	1	8997	uc003ehj.2	-19252	KALRN
chr12	125424731	125425894	1164	*	1165	*	5.11	5.66	3.39	2.26	0.000421	0.00441	Distal Intergenic	12	125431377	125437116	5740	2	57647	uc001ugz.1	11222	DHX37
chr13	51643758	51644695	938	*	939	*	4.61	5.18	2.74	2.44	0.000421	0.00441	Intron (uc010tgo.2/2974, intron 1 of 11)	13	51568647	51640293	71647	2	2974	uc001vfc.4	-3465	GUCY1B2
chr8	130314942	130316260	1319	*	1320	*	5.31	5.86	3.57	2.3	0.000422	0.00441	Distal Intergenic	8	130228713	130253486	24774	2	728724	uc003ysp.2	-61456	LINC00977
chr3	9464391	9465217	827	*	828	*	3.72	4.36	1.22	3.13	0.000422	0.00441	Intron (uc003brs.1/55209, intron 1 of 19)	3	9471511	9519838	48328	1	55209	uc003bru.3	-6294	SETD5
chr1	120217417	120219035	1619	*	1620	*	5.37	5.91	3.66	2.25	0.000422	0.00441	Distal Intergenic	1	120162000	120190390	28391	2	90874	uc001ehy.1	-27027	ZNF697
chr6	32380948	32383980	3033	*	3034	*	6.5	7.02	5.01	2.01	0.000422	0.00441	Distal Intergenic	6	32362513	32374900	12388	2	56244	uc010jua.1	-6048	BTNL2
chr3	99550835	99551394	560	*	561	*	4.3	4.9	2.12	2.78	0.000424	0.00442	Intron (uc003dtk.2/84319, intron 1 of 4)	3	99536678	99897476	360799	1	84319	uc003dtl.3	14157	CMSS1
chr15	74265135	74266321	1187	*	1188	*	5.32	5.86	3.7	2.16	0.000424	0.00443	Distal Intergenic	15	74275559	74284689	9131	2	9399	uc002awe.4	18368	STOML1
