seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	V11	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	SYMBOL
chr16	1383018	1384470	1453	*	1454	*	4.61	3.09	5.6	-2.51	0.000189	0.00279	Promoter	16	1383606	1399442	15837	1	8938	uc002clj.3	0	BAIAP3
chr4	83482529	83483125	597	*	598	*	3.34	1.1	4.47	-3.38	0.000191	0.0028	Promoter	4	83405604	83483126	77523	2	441027	uc003hmy.1	1	TMEM150C
chr19	12892963	12894289	1327	*	1328	*	7.41	5.55	8.47	-2.92	0.000193	0.00283	Distal Intergenic	19	12873817	12886434	12618	2	29911	uc002muz.2	-6529	HOOK2
chr19	1118822	1119824	1003	*	1004	*	4.66	3.29	5.6	-2.31	0.000194	0.00283	Exon (uc002lrj.4/22904, exon 10 of 29)	19	1107633	1132273	24641	2	22904	uc002lrj.4	12449	SBNO2
chr19	679491	680746	1256	*	1257	*	6.21	4.36	7.27	-2.91	0.000194	0.00283	Promoter	19	680715	683392	2678	1	10272	uc010drt.1	0	FSTL3
chrX	153150832	153152376	1545	*	1546	*	4.29	2.6	5.31	-2.71	0.000196	0.00284	Promoter	23	153126969	153151628	24660	2	3897	uc031tks.1	0	L1CAM
chr16	2263836	2264787	952	*	953	*	3.78	1.93	4.84	-2.91	2e-04	0.00288	Promoter	16	2261603	2264822	3220	2	283871	uc002cpk.1	35	PGP
chr22	50623120	50625110	1991	*	1992	*	6.03	4.61	6.99	-2.38	0.000207	0.00294	Promoter	22	50624359	50638027	13669	1	80305	uc003bjr.2	0	TRABD
chr1	53742308	53742906	599	*	600	*	3.62	1.66	4.7	-3.05	0.000208	0.00294	Exon (uc001cvi.2/7804, exon 5 of 19)	1	53716362	53734270	17909	2	7804	uc001cvm.1	-8038	LRP8
chr11	65639611	65640582	972	*	973	*	4.9	3.15	5.94	-2.79	0.000213	0.00299	Promoter	11	65633912	65640405	6494	2	30008	uc001ofy.4	0	EFEMP2
chr17	29814665	29815920	1256	*	1257	*	5.21	3.58	6.22	-2.64	0.000213	0.00299	Promoter	17	29815076	29865232	50157	1	84440	uc002hgo.2	0	RAB11FIP4
chrX	129118107	129118745	639	*	640	*	3.41	1.58	4.46	-2.88	0.000215	0.00301	Distal Intergenic	23	129139164	129192058	52895	1	63035	uc022cdu.1	-20419	BCORL1
chr5	176827034	176827634	601	*	602	*	3.78	1.95	4.83	-2.89	0.000218	0.00303	Promoter	5	176827108	176827637	530	2	345456	uc003mgl.2	3	PFN3
chr16	88869765	88870763	999	*	1000	*	5.72	4.08	6.73	-2.65	0.00022	0.00305	Promoter	16	88870186	88875666	5481	1	81620	uc002flu.3	0	CDT1
chr11	6651031	6652064	1034	*	1035	*	3.94	2.31	4.95	-2.64	0.000224	0.00307	Exon (uc001mem.1/8642, exon 10 of 21)	11	6638221	6640692	2472	2	1200	uc010rar.1	-10339	TPP1
chr12	6882656	6883445	790	*	791	*	3.83	2.24	4.83	-2.6	0.000227	0.0031	Promoter	12	6881681	6887621	5941	1	3902	uc001qqu.3	975	LAG3
chr18	45687930	45688464	535	*	536	*	3.62	1.67	4.7	-3.04	0.000228	0.0031	Intron (uc010dnu.3/201501, intron 1 of 2)	18	45553639	45691937	138299	2	201501	uc010dnu.3	3473	ZBTB7C
chr11	65366804	65367628	825	*	826	*	3.78	2.14	4.8	-2.66	0.00023	0.00312	Exon (uc001oev.3/4296, exon 4 of 5)	11	65360326	65363467	3142	2	10089	uc001oeu.3	-3337	KCNK7
chr10	70166616	70167323	708	*	709	*	4.59	3.04	5.58	-2.54	0.000233	0.00314	Promoter	10	70100864	70166946	66083	2	55680	uc001jnz.2	0	RUFY2
chr19	18259990	18260380	391	*	392	*	3.29	1.05	4.42	-3.37	0.000243	0.00321	Exon (uc002nhz.4/23031, exon 27 of 27)	19	18263988	18281343	17356	1	5296	uc002nia.2	-3608	PIK3R2
chr19	8675373	8675903	531	*	532	*	3.67	1.89	4.71	-2.82	0.000245	0.00323	Promoter	19	8645126	8675588	30463	2	81794	uc002mkj.1	0	ADAMTS10
chr11	65809859	65810983	1125	*	1126	*	4.27	2.6	5.29	-2.69	0.000249	0.00325	3' UTR	11	65808236	65813046	4811	2	89792	uc001ogv.3	2063	GAL3ST3
chr5	150004118	150005005	888	*	889	*	3.74	1.98	4.78	-2.8	0.00025	0.00326	Intron (uc003lsn.3/11346, intron 2 of 2)	5	149997206	150031903	34698	1	11346	uc021yfu.1	6912	SYNPO
chr17	2301925	2305700	3776	*	3777	*	7.08	5.86	7.98	-2.11	0.000255	0.00329	Promoter	17	2287354	2304258	16905	2	4335	uc002fur.3	0	MNT
chr11	65686030	65687827	1798	*	1799	*	6.65	5.35	7.57	-2.22	0.000259	0.00333	Promoter	11	65686728	65689048	2321	1	10589	uc001ogj.2	0	DRAP1
chr9	140149047	140150169	1123	*	1124	*	5.44	4.09	6.37	-2.29	0.00026	0.00335	Promoter	9	140149759	140168000	18242	1	25920	uc004cmm.4	0	NELFB
chr16	2826648	2827625	978	*	979	*	4.99	3.5	5.96	-2.46	0.000262	0.00336	Promoter	16	2821415	2827297	5883	2	6923	uc002crm.3	0	ELOB
chr10	13570370	13571404	1035	*	1036	*	3.5	1.06	4.66	-3.59	0.000267	0.00339	Distal Intergenic	10	13483088	13544976	61889	2	222389	uc001imo.4	-25394	BEND7
chr19	7584416	7585480	1065	*	1066	*	4.72	3.48	5.62	-2.15	0.000267	0.0034	Exon (uc002mgn.2/140467, exon 2 of 2)	19	7587496	7590877	3382	1	57192	uc010dvh.2	-2016	MCOLN1
chr11	65624432	65626008	1577	*	1578	*	6.17	4.86	7.09	-2.23	0.000272	0.00344	Promoter	11	65622285	65626101	3817	2	1072	uc001ofs.3	93	CFL1
chrX	153193463	153194040	578	*	579	*	3.67	1.71	4.76	-3.05	0.000275	0.00345	Distal Intergenic	23	153172830	153191714	18885	2	393	uc010nup.2	-1749	ARHGAP4
chr1	26608268	26609783	1516	*	1517	*	4.99	3.6	5.94	-2.34	0.000276	0.00346	3' UTR	1	26606213	26608013	1801	1	83442	uc001blu.3	2055	SH3BGRL3
chr11	2160161	2161263	1103	*	1104	*	3.6	1.52	4.7	-3.19	0.000286	0.00354	Promoter	11	2150342	2160204	9863	2	3481	uc001lvg.3	0	IGF2
chr1	1228733	1230188	1456	*	1457	*	4.43	2.79	5.44	-2.64	0.00029	0.00357	3' UTR	1	1227764	1234335	6572	2	116983	uc001ady.2	4147	ACAP3
chr19	3463058	3465066	2009	*	2010	*	4.95	3.58	5.89	-2.32	0.000295	0.0036	3' UTR	19	3474405	3480540	6136	2	284422	uc010xhk.1	15474	SMIM24
chr8	61591436	61592825	1390	*	1391	*	4.95	3.47	5.92	-2.45	0.000297	0.00361	Promoter	8	61591324	61780586	189263	1	55636	uc003xue.3	112	CHD7
chr17	73497564	73499259	1696	*	1697	*	4.69	3.35	5.62	-2.27	3e-04	0.00363	Exon (uc010wsc.3/57513, exon 17 of 19)	17	73491625	73496533	4909	1	9772	uc002job.4	5939	TMEM94
chr20	61447669	61448941	1273	*	1274	*	4.29	2.59	5.32	-2.72	0.000302	0.00364	Promoter	20	61448414	61472511	24098	1	1299	uc002ydm.3	0	COL9A3
chr11	71714761	71715291	531	*	532	*	3.19	1.4	4.24	-2.83	0.000305	0.00365	Exon (uc001orj.2/4926, exon 5 of 7)	11	71710973	71713850	2878	1	10068	uc009ysv.1	3788	IL18BP
chr17	43318327	43319676	1350	*	1351	*	4.74	3.26	5.72	-2.46	0.000309	0.00368	Promoter	17	43318496	43324683	6188	1	752	uc002iiq.3	0	FMNL1
chr5	80120028	80120441	414	*	415	*	2.93	0.55	4.07	-3.52	0.00031	0.00368	Intron (uc003kgz.4/4437, intron 20 of 23)	5	80256508	80525981	269474	1	5924	uc003kha.2	-136067	RASGRF2
chr17	30813366	30814745	1380	*	1381	*	4.45	2.27	5.56	-3.29	0.00031	0.00368	Promoter	17	30814105	30818271	4167	1	8851	uc002hhn.3	0	CDK5R1
chr21	45581261	45581796	536	*	537	*	3.34	1.54	4.39	-2.85	0.000312	0.0037	Distal Intergenic	21	45553494	45565605	12112	1	8209	uc002zed.4	27767	GATD3
chrX	7065683	7066486	804	*	805	*	4.27	2.6	5.29	-2.69	0.000316	0.00372	Promoter	23	7065901	7065978	78	1	100616467	uc022bsh.1	0	MIR4767
chr19	1260006	1262838	2833	*	2834	*	6.64	5.48	7.51	-2.03	0.000317	0.00372	Distal Intergenic	19	1269267	1272603	3337	1	1153	uc010dsg.1	-6429	CIRBP
chr19	1008437	1009684	1248	*	1249	*	4.75	3.34	5.7	-2.35	0.00034	0.00391	3' UTR	19	1009650	1011095	1446	2	91304	uc021ume.2	1411	TMEM259
chr9	137217006	137218209	1204	*	1205	*	5.26	3.89	6.21	-2.32	0.000341	0.00391	Promoter	9	137218316	137332431	114116	1	6256	uc004cfb.2	-107	RXRA
chr16	89313374	89314296	923	*	924	*	4	2.36	5.01	-2.65	0.000347	0.00395	Distal Intergenic	16	89287405	89295965	8561	1	197320	uc002fmw.2	25969	ZNF778
chr1	26799036	26799757	722	*	723	*	4.16	2.63	5.14	-2.51	0.000348	0.00396	Promoter	1	26798902	26803133	4232	1	3151	uc001bmp.4	134	HMGN2
chr17	34948156	34949044	889	*	890	*	4.05	2.56	5.02	-2.46	0.000353	0.00397	Promoter	17	34948226	34957233	9008	1	79154	uc002hnd.3	0	DHRS11
chr16	2523444	2525954	2511	*	2512	*	6.12	4.68	7.08	-2.39	0.000361	0.00403	Promoter	16	2525147	2555734	30588	1	57465	uc002cqk.3	0	TBC1D24
chr5	179334325	179335232	908	*	909	*	5.28	3.76	6.26	-2.51	0.000365	0.00406	Promoter	5	179289071	179334856	45786	2	23061	uc003mlh.3	0	TBC1D9B
chr19	16435021	16438228	3208	*	3209	*	7.39	6.03	8.33	-2.3	0.000369	0.00409	Promoter	19	16435651	16438339	2689	1	10365	uc002ndw.3	0	KLF2
chr16	4421573	4422261	689	*	690	*	3.75	1.78	4.83	-3.04	0.00037	0.00409	Promoter	16	4421849	4433529	11681	1	114990	uc002cwj.1	0	VASN
chr22	37419977	37421042	1066	*	1067	*	4.02	2.55	4.99	-2.44	0.000375	0.00412	5' UTR	22	37406900	37416224	9325	2	7263	uc031rxn.1	-3753	TST
chr16	30905127	30905788	662	*	663	*	4.74	2.87	5.8	-2.94	0.000376	0.00413	Promoter	16	30905224	30905306	83	1	100313837	uc021tgs.1	0	MIR762
chr16	57562421	57563282	862	*	863	*	4.12	2.48	5.14	-2.66	0.000381	0.00416	5' UTR	16	57546090	57570477	24388	2	92922	uc002elw.3	7195	CCDC102A
chr12	53440831	53441714	884	*	885	*	4.61	3.09	5.59	-2.49	0.000382	0.00417	Promoter	12	53440810	53458162	17353	1	23371	uc001sbl.3	21	TNS2
chr19	1007016	1008134	1119	*	1120	*	4.41	3.09	5.34	-2.25	0.000387	0.0042	Exon (uc002lqo.1/116444, exon 4 of 9)	19	1009650	1011095	1446	2	91304	uc021ume.2	2961	TMEM259
chr19	1046820	1047954	1135	*	1136	*	4.45	3.15	5.37	-2.22	0.000392	0.00423	Exon (uc002lqw.4/10347, exon 14 of 47)	19	1042661	1055938	13278	1	10347	uc010dsb.1	4159	ABCA7
chr16	2076213	2077536	1324	*	1325	*	4	2.09	5.07	-2.99	0.000394	0.00424	Promoter	16	2076869	2089027	12159	1	9351	uc002coi.3	0	NHERF2
chr9	138798461	138799503	1043	*	1044	*	4.69	2.71	5.78	-3.06	0.000395	0.00424	Promoter	9	138700333	138799005	98673	2	157922	uc004cgr.4	0	CAMSAP1
chr15	40583019	40583845	827	*	828	*	3.58	1.78	4.63	-2.84	0.000397	0.00425	Promoter	15	40580098	40583530	3433	2	5330	uc001zlc.3	0	PLCB2
chr19	14543891	14544776	886	*	887	*	4.48	2.87	5.48	-2.61	0.000397	0.00425	Promoter	19	14544166	14582679	38514	1	5585	uc002myp.3	0	PKN1
chr17	7451681	7452890	1210	*	1211	*	5.93	4.5	6.89	-2.39	0.000398	0.00426	Promoter	17	7452375	7464925	12551	1	407977	uc002ghi.1	0	TNFSF12-TNFSF13
chr2	234262618	234263816	1199	*	1200	*	4.98	3.77	5.87	-2.09	0.000404	0.0043	Promoter	2	234263153	234380743	117591	1	8527	uc002vui.1	0	DGKD
chr3	52475136	52476025	890	*	891	*	3.68	2.02	4.69	-2.67	0.000412	0.00436	Exon (uc003dea.1/56920, exon 5 of 16)	3	52467268	52479043	11776	2	56920	uc003dea.1	3018	SEMA3G
chr11	67066886	67067558	673	*	674	*	3.59	1.99	4.6	-2.61	0.000415	0.00437	Promoter	11	67068247	67069955	1709	1	338692	uc001oki.2	-689	ANKRD13D
chr3	184301201	184301755	555	*	556	*	3.49	1.6	4.56	-2.96	0.000416	0.00438	Distal Intergenic	3	184279587	184300196	20610	1	2049	uc003foz.3	21614	EPHB3
chr20	60639252	60639919	668	*	669	*	3.18	1.38	4.22	-2.84	0.000417	0.00439	Promoter	20	60549854	60640866	91013	2	6874	uc002ybs.3	947	TAF4
chr19	4969048	4969667	620	*	621	*	3.73	1.71	4.82	-3.11	0.000418	0.00439	Promoter	19	4969124	5113351	144228	1	23030	uc010xil.1	0	KDM4B
chr9	139257608	139259274	1667	*	1668	*	5.69	4.38	6.61	-2.23	0.000419	0.00439	Promoter	9	139256352	139258263	1912	2	728489	uc004chf.2	0	DNLZ
chr19	18228358	18229268	911	*	912	*	4.61	3.2	5.56	-2.35	0.000429	0.00445	Intron (uc002nhz.4/23031, intron 2 of 26)	19	18170371	18209626	39256	2	3594	uc002nhx.1	-18732	IL12RB1
chr11	2465935	2466784	850	*	851	*	4.29	2.29	5.38	-3.1	0.000443	0.00453	Promoter	11	2466221	2549248	83028	1	3784	uc009ydo.1	0	KCNQ1
chr12	133065723	133067715	1993	*	1994	*	5.97	4.49	6.95	-2.46	0.000447	0.00456	Promoter	12	133067157	133161773	94617	1	57666	uc001ukf.3	0	FBRSL1
chr5	170846395	170847813	1419	*	1420	*	3.94	2.03	5.02	-2.99	0.000448	0.00456	Promoter	5	170846667	170884630	37964	1	8817	uc003mbk.3	0	FGF18
chr11	288651	290798	2148	*	2149	*	6.19	4.48	7.22	-2.74	0.000449	0.00457	Promoter	11	289138	295688	6551	1	80162	uc001lor.4	0	PGGHG
chr16	66729977	66731261	1285	*	1286	*	4.62	3.04	5.63	-2.59	0.00045	0.00458	Promoter	16	66648653	66730610	81958	2	146223	uc002epz.3	0	CMTM4
chr19	1241594	1242727	1134	*	1135	*	4.63	3.14	5.6	-2.46	0.000454	0.0046	Promoter	19	1241749	1244824	3076	1	513	uc002lrn.3	0	ATP5F1D
chr1	23036712	23038350	1639	*	1640	*	5.01	3.62	5.96	-2.34	0.000466	0.00466	Promoter	1	23037331	23241082	203752	1	2048	uc009vqj.1	0	EPHB2
chrX	153606445	153607180	736	*	737	*	4.04	2.27	5.09	-2.82	0.00047	0.0047	Promoter	23	153607597	153609883	2287	1	2010	uc004fkl.3	-417	EMD
chr8	17658162	17659313	1152	*	1153	*	4.15	2.52	5.16	-2.64	0.000476	0.00473	Promoter	8	17501303	17658426	157124	2	57509	uc003wxv.3	0	MTUS1
chrX	152740030	152740541	512	*	513	*	2.61	0.26	3.76	-3.5	0.000481	0.00475	Intron (uc004fhp.3/55559, intron 1 of 12)	23	152721723	152736603	14881	2	55559	uc011myq.1	-3427	HAUS7
chr11	67168372	67169693	1322	*	1323	*	6.76	5.31	7.73	-2.42	0.000481	0.00475	Promoter	11	67165652	67169376	3725	2	5499	uc001oku.1	0	PPP1CA
chr22	50528210	50528822	613	*	614	*	3.44	1.26	4.56	-3.3	0.000482	0.00475	Promoter	22	50528435	50600116	71682	1	54456	uc003bjj.3	0	MOV10L1
chr12	52473232	52474158	927	*	928	*	3.96	2.47	4.93	-2.46	0.000484	0.00476	Exon (uc009zme.2/uc009zme.2, exon 1 of 3)	12	52463758	52471279	7522	1	60673	uc009zmd.3	9474	ATG101
chr9	139567018	139568550	1533	*	1534	*	4.47	3.21	5.38	-2.18	0.000488	0.00478	3' UTR	9	139565127	139567130	2004	1	51162	uc031tfu.1	1891	EGFL7
chr22	45705468	45706627	1160	*	1161	*	5.3	4.02	6.22	-2.2	0.000488	0.00478	Promoter	22	45705785	45737836	32052	1	55007	uc003bga.4	0	FAM118A
chr19	55996045	55996729	685	*	686	*	3.7	2.13	4.7	-2.57	0.000492	0.00481	Promoter	19	55996557	55998935	2379	1	57106	uc002qle.2	0	NAT14
chr14	104313358	104315162	1805	*	1806	*	4.6	2.75	5.66	-2.91	0.000494	0.00482	Promoter	14	104314058	104324386	10329	1	145216	uc001yoh.1	0	PPP1R13B-DT
chr20	34359840	34360463	624	*	625	*	4.32	2.56	5.36	-2.79	0.000495	0.00482	Promoter	20	34359923	34411399	51477	1	51230	uc002xeh.3	0	PHF20
chr7	149461663	149462676	1014	*	1015	*	4.2	2.54	5.22	-2.68	0.000504	0.00488	3' UTR	7	149461271	149470295	9025	2	168544	uc003wgc.3	7619	ZNF467
chr22	39262198	39263296	1099	*	1100	*	4.2	2.66	5.19	-2.53	0.000511	0.00493	3' UTR	22	39260248	39268258	8011	2	23466	uc003awl.3	4962	CBX6
chr1	206857894	206859800	1907	*	1908	*	6.84	5.3	7.83	-2.53	0.000516	0.00495	Promoter	1	206858365	206907630	49266	1	9261	uc001hel.2	0	MAPKAPK2
chr22	42309789	42310545	757	*	758	*	3.14	1.3	4.2	-2.9	0.000529	0.00503	Promoter	22	42305558	42310671	5114	2	440829	uc021wqh.1	126	SHISA8
chr2	27008894	27009435	542	*	543	*	3.92	1.99	4.99	-3.01	0.000534	0.00506	Promoter	2	27008882	27023934	15053	1	1058	uc002rht.3	12	CENPA
chr16	2568772	2571225	2454	*	2455	*	6.64	5.24	7.6	-2.36	0.000534	0.00506	Promoter	16	2570363	2579732	9370	1	51005	uc002cqp.3	0	AMDHD2
chr11	64409810	64410443	634	*	635	*	3.67	1.93	4.71	-2.78	0.000536	0.00507	Promoter	11	64373646	64410787	37142	2	9379	uc001oap.3	344	NRXN2
chr12	108154378	108155210	833	*	834	*	5.09	3.48	6.1	-2.61	0.000538	0.00508	Promoter	12	108126643	108154914	28272	2	11108	uc001tmp.3	0	PRDM4
chr16	30021936	30023442	1507	*	1508	*	5.14	4.05	5.99	-1.94	0.000538	0.00508	Promoter	16	30016835	30022401	5567	2	8448	uc002dvn.3	0	DOC2A
chr11	924955	926589	1635	*	1636	*	6.74	5.12	7.75	-2.63	0.000541	0.0051	Promoter	11	925809	1006617	80809	1	161	uc009yco.2	0	AP2A2
chr19	869297	869718	422	*	423	*	3.33	1.65	4.36	-2.71	0.000547	0.00514	Intron (uc002lqd.1/10025, intron 13 of 15)	19	859665	863610	3946	1	1675	uc002lqc.3	9632	CFD
chr9	139393124	139394046	923	*	924	*	3.62	2.13	4.6	-2.46	0.000564	0.00523	Exon (uc004chz.3/4851, exon 32 of 34)	9	139396889	139408003	11115	2	4851	uc004cia.1	13957	NOTCH1
chr3	126701072	126703107	2036	*	2037	*	6.44	5.46	7.24	-1.79	0.000576	0.00529	Distal Intergenic	3	126707437	126756235	48799	1	5361	uc003ejg.3	-4330	PLXNA1
chr11	2398157	2399484	1328	*	1329	*	4.68	3.47	5.56	-2.09	0.00059	0.00538	Promoter	11	2398547	2418649	20103	1	975	uc001lwf.1	0	CD81
chr17	2652076	2653294	1219	*	1220	*	4.19	2.44	5.23	-2.79	0.000592	0.00539	Promoter	17	2651372	2651476	105	2	100302208	uc021tnr.1	-600	MIR1253
chr19	41102824	41103401	578	*	579	*	4.12	2.6	5.11	-2.51	0.000594	0.0054	Promoter	19	41103141	41135725	32585	1	8425	uc002ooh.1	0	LTBP4
chr19	1136151	1136674	524	*	525	*	3.32	1.56	4.36	-2.8	0.000602	0.00546	Intron (uc002lrk.4/22904, intron 4 of 31)	19	1115355	1132273	16919	2	22904	uc010dsf.3	-3878	SBNO2
chr1	41826720	41827724	1005	*	1006	*	4.33	2.36	5.42	-3.05	0.000605	0.00547	Distal Intergenic	1	41492871	41707815	214945	2	22955	uc001cgt.3	-118905	SCMH1
chr9	139438657	139442938	4282	*	4283	*	8.08	6.45	9.09	-2.64	0.000608	0.00549	Promoter	9	139440625	139440711	87	2	100616301	uc022bpr.1	0	MIR4674
chr8	144642513	144643252	740	*	741	*	3.52	1.88	4.54	-2.66	0.000613	0.00552	3' UTR	8	144640477	144645231	4755	1	79792	uc003yyh.3	2036	GSDMD
chr1	26126354	26127109	756	*	757	*	3.66	2.01	4.67	-2.66	0.000614	0.00552	Promoter	1	26126667	26144713	18047	1	57190	uc021ojk.1	0	SELENON
chr2	202030822	202031741	920	*	921	*	4.52	3.29	5.41	-2.12	0.000616	0.00553	3' UTR	2	202005012	202022515	17504	2	65072	uc002uxh.1	-8307	CFLAR-AS1
chr11	66885330	66887304	1975	*	1976	*	6.37	5.03	7.3	-2.27	0.000619	0.00554	Promoter	11	66886740	67025550	138811	1	22992	uc001ojw.3	0	KDM2A
chr16	19895980	19896553	574	*	575	*	3.06	1.23	4.12	-2.89	0.000625	0.00558	Promoter	16	19870293	19896151	25859	2	51704	uc002dgt.3	0	GPRC5B
chr14	102552857	102553838	982	*	983	*	5.21	3.75	6.18	-2.42	0.000627	0.00558	Promoter	14	102547075	102553512	6438	2	3320	uc001yku.4	0	HSP90AA1
chr22	51065316	51066914	1599	*	1600	*	5.7	4.53	6.58	-2.05	0.000627	0.00559	Promoter	22	51061182	51066601	5420	2	410	uc003bmz.5	0	ARSA
chr12	80083368	80084003	636	*	637	*	3.36	1.71	4.37	-2.66	0.000634	0.00562	Promoter	12	79985745	80084790	99046	2	5074	uc001syx.3	787	PAWR
chr17	79790504	79791450	947	*	948	*	4.61	3.18	5.57	-2.39	0.000638	0.00564	Promoter	17	79780293	79791167	10875	2	348262	uc002kjd.2	0	MCRIP1
chr22	37447300	37448245	946	*	947	*	4.74	3.22	5.72	-2.5	0.000641	0.00566	Promoter	22	37447779	37457174	9396	1	79734	uc010gxa.1	0	KCTD17
chr19	45261116	45261926	811	*	812	*	4.68	3.28	5.63	-2.36	0.000643	0.00566	Exon (uc010xxe.2/602, exon 7 of 9)	19	45251978	45263301	11324	1	602	uc010xxe.2	9138	BCL3
chr9	139553320	139553977	658	*	659	*	3.12	1.21	4.18	-2.97	0.000658	0.00575	Promoter	9	139553308	139567130	13823	1	51162	uc004cid.3	12	EGFL7
chr19	10221469	10222072	604	*	605	*	3.14	1.43	4.17	-2.74	0.000661	0.00577	Promoter	19	10222197	10226064	3868	1	5032	uc002mnc.3	-125	P2RY11
chr2	238535640	238536821	1182	*	1183	*	5.39	3.64	6.42	-2.78	0.000674	0.00583	Promoter	2	238536224	238690290	154067	1	9208	uc002vxc.3	0	LRRFIP1
chr16	2723147	2723787	641	*	642	*	3.6	2.01	4.6	-2.59	0.000687	0.00589	Promoter	16	2708390	2723440	15051	2	100507321	uc010bsr.2	0	ERVK13-1
chr17	7906438	7907115	678	*	679	*	4.07	2.68	5.02	-2.34	0.000692	0.00593	Promoter	17	7905988	7923658	17671	1	3000	uc002gjt.2	450	GUCY2D
chr11	61062011	61062877	867	*	868	*	4.18	2.91	5.09	-2.18	0.000693	0.00593	Promoter	11	61025758	61062788	37031	2	220001	uc001nra.3	0	VWCE
chr2	85360023	85361604	1582	*	1583	*	4.3	2.99	5.22	-2.23	0.000697	0.00595	Promoter	2	85360583	85537511	176929	1	83439	uc002soy.3	0	TCF7L1
chr20	62151284	62152615	1332	*	1333	*	5.62	4.37	6.52	-2.15	0.000698	0.00597	Promoter	20	62152133	62153524	1392	1	79144	uc002yff.3	0	PPDPF
chr1	1475507	1476223	717	*	718	*	3.38	1.33	4.47	-3.15	0.000704	0.006	Promoter	1	1470158	1475740	5583	2	339453	uc009vkf.3	0	TMEM240
chr8	87354631	87355382	752	*	753	*	3.64	1.85	4.68	-2.83	0.000704	0.006	Promoter	8	87354994	87480178	125185	1	11059	uc003ydt.3	0	WWP1
chr8	145742722	145743935	1214	*	1215	*	4.59	2.74	5.65	-2.92	0.000707	0.006	Promoter	8	145736667	145743210	6544	2	9401	uc003zdj.3	0	RECQL4
chr20	45337993	45338668	676	*	677	*	3.4	1.39	4.49	-3.1	0.000707	0.006	Promoter	20	45338279	45364985	26707	1	81031	uc002xsl.3	0	SLC2A10
chr19	885936	886272	337	*	338	*	2.96	1.18	4	-2.82	0.000719	0.00608	Promoter	19	867963	886201	18239	2	10025	uc010drw.2	0	MED16
chr8	896865	898350	1486	*	1487	*	4.45	3.25	5.34	-2.09	0.000725	0.0061	Intron (uc003wpj.2/619343, intron 3 of 3)	8	833198	982931	149734	1	619343	uc003wpk.3	63667	NA
chr2	176994751	176995368	618	*	619	*	3.31	1.2	4.42	-3.22	0.000728	0.00611	Promoter	2	176994468	176997423	2956	1	3234	uc002ukp.3	283	HOXD8
chr9	129088718	129089661	944	*	945	*	4.01	2.13	5.07	-2.95	0.000728	0.00611	Promoter	9	129089123	129159912	70790	1	89853	uc004bqg.2	0	MVB12B
chr19	14628345	14629695	1351	*	1352	*	5.39	4.01	6.34	-2.33	0.000732	0.00613	Promoter	19	14625582	14629201	3620	2	3337	uc002myz.1	0	DNAJB1
chr6	1313579	1314321	743	*	744	*	3.75	1.54	4.87	-3.32	0.000735	0.00615	Promoter	6	1312675	1314993	2319	1	94234	uc003mtl.4	904	FOXQ1
chr3	126260371	126261565	1195	*	1196	*	4.1	2.39	5.13	-2.74	0.000741	0.00619	3' UTR	3	126268519	126277758	9240	2	152065	uc003ejb.3	16193	C3orf22
chr19	16940054	16940804	751	*	752	*	4.36	3.05	5.29	-2.23	0.000748	0.00623	Promoter	19	16940209	16966543	26335	1	23309	uc002new.3	0	SIN3B
chr17	43506637	43507518	882	*	883	*	4.37	2.84	5.35	-2.51	0.000748	0.00623	3' UTR	17	43506718	43511112	4395	2	201176	uc010dal.3	3594	ARHGAP27
chr11	128760684	128761378	695	*	696	*	4.21	2.85	5.15	-2.3	0.000749	0.00623	Promoter	11	128761313	128787951	26639	1	3762	uc001qet.3	0	KCNJ5
chrX	152989169	152991044	1876	*	1877	*	5.34	4.26	6.18	-1.92	0.000751	0.00624	Promoter	23	152965947	152989556	23610	2	10134	uc004fid.3	0	BCAP31
chr14	100705243	100707086	1844	*	1845	*	5.93	4.57	6.87	-2.29	0.000752	0.00624	Promoter	14	100705102	100745371	40270	1	7528	uc001ygy.2	141	YY1
chr9	140512604	140513607	1004	*	1005	*	5.3	4.19	6.16	-1.97	0.000758	0.00626	Promoter	9	140513444	140678845	165402	1	79813	uc004coa.3	0	EHMT1
chr17	17726704	17727564	861	*	862	*	4.73	3.03	5.76	-2.73	0.000758	0.00626	Promoter	17	17714663	17726944	12282	2	6720	uc002grs.2	0	SREBF1
chr19	49138687	49139681	995	*	996	*	4.71	3.33	5.65	-2.32	0.000767	0.0063	Promoter	19	49133817	49140639	6823	2	1628	uc002pjx.4	958	DBP
chr11	67350978	67352106	1129	*	1130	*	5.41	4.32	6.26	-1.93	0.000776	0.00636	Promoter	11	67351066	67354124	3059	1	2950	uc001omf.3	0	GSTP1
chr17	26879034	26879840	807	*	808	*	4.94	3.29	5.95	-2.66	0.000782	0.00639	Promoter	17	26873725	26879646	5922	2	9094	uc002hbk.2	0	UNC119
chr17	3795360	3796828	1469	*	1470	*	4.96	3.56	5.91	-2.35	0.000793	0.00643	Promoter	17	3763617	3796337	32721	2	84254	uc002fwu.3	0	CAMKK1
chr1	27320091	27321123	1033	*	1034	*	4.12	2.73	5.06	-2.33	0.000793	0.00643	Promoter	1	27320195	27327377	7183	1	388610	uc001bnj.4	0	TRNP1
